prct_cause_infra,retard_moyen_trains_retard_sup15,retard_moyen_tous_trains_arrivee,prct_cause_externe,nb_train_prevu,prct_cause_gestion_trafic,nb_train_retard_arrivee,nb_train_retard_sup_15,nb_annulation,prct_cause_prise_en_charge_voyageurs,gare_arrivee,retard_moyen_arrivee,nb_train_retard_sup_30,nb_train_retard_sup_60,service,nb_train_depart_retard,commentaires_retard_arrivee,prct_cause_gestion_gare,date,gare_depart,duree_moyenne,retard_moyen_depart,retard_moyen_tous_trains_depart,prct_cause_materiel_roulant
13.67521368,35.52429379,4.517610063,17.09401709,589,22.22222222,120,59,6,2.564102564,LILLE,21.77555556,26,9,National,481,"Hausse  forte de l’irrégularité pour le domaine des Autres Transporteurs par rapport au mois précédent, en dominante le secteur Réseaurail eu égard à la panne du train BOA le mercredi 19 juin 2019 à TGV HP, 23 trains Voyages concernés Axe Nord pour 1300 minutes perdues.
Hausse franche pour  les dérangements avec un taux multiplié par deux par rapport au mois précédent, notamment pour les installations de sécurité. Le 01 avec une défaillance technique au PAR pour zone Fresnoy (7 TGV), des absences de contrôle d’aiguille à Fresnoy et Beugnâtre les 07 et 10 (7 et 8 TGV), le dérangement de Galite GOV au poste 1 GL le 14 (8 TGV), le 25 un dérangement de zone à Hattencourt (7 Tgv concernés), ensuite les 26 et 27 entre Jablines et Messy, une LTV 170 puis 230 km/h suite passage de la rame de contrôle IRIS (18 TGV pour les  deux journées).",22.22222222,2019-06,PARIS NORD,62,15.61936937,12.81861063,22.22222222
17.0212766,38.91458333,12.75328014,23.40425532,202,25.53191489,48,48,14,2.127659574,LILLE,38.91458333,25,6,National,91,"Irrégularité pour les causes  Autres transporteurs en hausse de 1,1 point, irrégularité en dominante pour les conséquences des circulations Ter, ensuite pour  Sncf Réseaurail avec 5 TGV concernés pour la panne du train BOA le mercredi 19 juin à TGV HP
Hausse pour la partie des dérangements( +1,8 point), essentiellement pour les installations de sécurité avec une petite part pour la rubrique « caténaire ». En fait saillant la LTV 170 puis 230 km/h les 26 et 27 juin entre Jablines et Messy suite au passage de la rame de contrôle IRIS (7 TGV concernés pour les 26 et 27 juin), pour le reste il s’agit d’incidents de zones, PN",8.510638298,2019-06,MARSEILLE ST CHARLES,281,4.979120879,2.167641844,23.40425532
15.87301587,33.76632653,11.5316343,14.28571429,283,33.33333333,64,50,77,1.587301587,LILLE,26.38958333,18,5,National,185,"Irrégularité pour les causes  Autres transporteurs en hausse de 1,1 point, irrégularité en dominante pour les conséquences des circulations Ter, ensuite pour  Sncf Réseaurail avec 5 TGV concernés pour la panne du train BOA le mercredi 19 juin à TGV HP
Hausse pour la partie des dérangements( +1,8 point), essentiellement pour les installations de sécurité avec une petite part pour la rubrique « caténaire ». En fait saillant la LTV 170 puis 230 km/h les 26 et 27 juin entre Jablines et Messy suite au passage de la rame de contrôle IRIS (7 TGV concernés pour les 26 et 27 juin), pour le reste il s’agit d’incidents de zones, PN",19.04761905,2019-06,LYON PART DIEU,187,7.91018018,7.084142395,15.87301587
15.38461538,35.44111111,10.99441786,30.76923077,272,28.84615385,52,45,63,5.769230769,LILLE,32.30192308,17,4,National,177,,7.692307692,2019-05,LYON PART DIEU,188,7.245574388,6.113556619,11.53846154
16.66666667,39.084375,10.98020833,37.5,230,25.0,48,48,22,4.166666667,LILLE,39.084375,21,7,National,77,"Hausse de l’irrégularité côté « Réseau externe » par rapport au mois précédent. Il s’agit des conséquences d’accidents de personnes : le 12 à LYD avec 10 Tgv concernés (découverte d’un corps), et le 17 à Sully avec le Tgv 5374 (8 Tgv concernés).Il s’agit aussi d’autres évènements externes: le 20 avec le heurt de chevreuil par 6602 à Lacour (4 Tgv concernés), le 28 avec une divagation de vaches près d’ Arras (6 Tgv concernés), et le 30 avec les conséquences d’un incendie près de MPL (4 tgv concernés)",2.083333333,2019-05,MARSEILLE ST CHARLES,283,3.024025974,0.819871795,14.58333333
17.97752809,36.27264957,3.357150901,23.59550562,598,24.71910112,97,39,6,4.494382022,LILLE,19.75223368,16,7,National,464,,12.35955056,2019-05,PARIS NORD,64,7.52266523,5.813063063,16.85393258
30.18867925,4.182961692,4.182961692,19.81132075,600,14.1509434,114,46,17,0.943396226,LILLE,21.15570175,21,6,National,218,,10.37735849,2019-04,PARIS NORD,68,33.82446483,12.76034877,24.52830189
17.14285714,9.846837607,9.846837607,28.57142857,197,25.71428571,36,36,2,0.0,LILLE,41.06064815,17,7,National,31,,5.714285714,2019-04,MARSEILLE ST CHARLES,287,7.073655914,0.95008547,22.85714286
17.30769231,11.63316993,11.63316993,25.0,210,28.84615385,52,48,6,0.0,LILLE,36.125,21,7,National,132,"la rubrique Externe en dominante , il s’agit d’évènements diffus, avec de la malveillance, des intrusions dans les emprises, des intempéries (vents violents), en exemple le 25 à Vénissieux avec un plastique dans les caténaires (26 TGV Voyages concernés pour 315 minutes perdues).
Causes « Escale-Service Voyageur » en hausse avec une dominante pour l’affluence voyageurs et les groupes, un phénomène aussi lié à cette période dégroupée de vacances  scolaires",11.53846154,2019-04,LYON PART DIEU,191,9.862247475,6.453921569,17.30769231
29.62962963,11.18224806,11.18224806,25.92592593,215,18.51851852,56,49,0,9.259259259,LILLE,31.45684524,15,5,National,139,,9.259259259,2019-03,LYON PART DIEU,190,8.558752998,5.585503876,7.407407407
32.5,9.644501718,9.644501718,27.5,194,15.0,41,41,0,7.5,LILLE,34.09390244,13,3,National,26,,5.0,2019-03,MARSEILLE ST CHARLES,290,10.66666667,1.297938144,12.5
29.12621359,3.574306688,3.574306688,24.27184466,621,14.5631068,103,41,8,1.941747573,LILLE,21.49919094,19,8,National,111,,5.825242718,2019-03,PARIS NORD,68,13.27417417,2.262914628,24.27184466
37.5,13.41787565,13.41787565,25.0,197,37.5,36,36,4,0.0,LILLE,67.84479167,13,7,National,121,,0.0,2019-02,LYON PART DIEU,191,11.80289256,7.444127807,0.0
13.75,2.657050147,2.657050147,23.75,567,20.0,82,31,2,3.75,LILLE,19.62560976,14,5,National,122,,13.75,2019-02,PARIS NORD,67,10.87254098,2.232212389,25.0
23.33333333,15.05457317,15.05457317,20.0,167,40.0,31,31,3,0.0,LILLE,70.09516129,16,8,National,37,,0.0,2019-02,MARSEILLE ST CHARLES,290,23.96846847,5.295731707,16.66666667
18.51851852,15.11712454,15.11712454,38.88888889,186,18.51851852,54,54,4,0.0,LILLE,42.64567901,26,13,National,43,"Irrégularité pour les causes Matériel reste soutenue, avec notamment un Parc Duplex relevé une dizaine de fois tendu ce mois, pour les incidents en ligne les causes sont diffuses ( BM isolé, DJ, COVIT,CAB , etc.).
. Hausse marquée pour l’irrégularité « causes externes », il s’agit des conséquences d’intempéries : dérangements ou LTV (limitation temporaire de vitesse). On relèvera en évènement phare, l’inondation d’un tunnel à MSC le 26/01 entraînant le détournement des TGV par ligne classique (99 TGV-7533 min), avec enquête en cours et  dépôt de plainte pour une obstruction du réseau d’écoulement, phénomène à l’origine de l’inondation.
     Toujours en cause externe côté malveillance, on retiendra aussi
     la destruction complète par incendie volontaire d’un poste à St
     Rambert le 12/01 avec impact sur 26 Tgv, ce du 12 au 15/01.

 .    En cause externe les conséquences des manifestations gilets
      jaunes, manifestations plus marquées pour les Gares Sud Est.",7.407407407,2019-01,MARSEILLE ST CHARLES,286,19.29224806,4.453113553,16.66666667
12.14953271,3.917528736,3.917528736,55.14018692,594,10.28037383,109,51,14,0.0,LILLE,20.55474006,21,6,National,109,,5.607476636,2019-01,PARIS NORD,64,12.54984709,2.193563218,16.82242991
11.32075472,12.87749616,12.87749616,32.0754717,223,24.52830189,54,53,6,1.886792453,LILLE,30.82438272,26,9,National,147,"Irrégularité pour les causes Matériel reste soutenue, avec notamment un Parc Duplex relevé une dizaine de fois tendu ce mois, pour les incidents en ligne les causes sont diffuses ( BM isolé, DJ, COVIT,CAB , etc.).
. Hausse marquée pour l’irrégularité « causes externes », il s’agit des conséquences d’intempéries : dérangements ou LTV (limitation temporaire de vitesse). On relèvera en évènement phare, l’inondation d’un tunnel à MSC le 26/01 entraînant le détournement des TGV par ligne classique (99 TGV-7533 min), avec enquête en cours et  dépôt de plainte pour une obstruction du réseau d’écoulement, phénomène à l’origine de l’inondation.
     Toujours en cause externe côté malveillance, on retiendra aussi
     la destruction complète par incendie volontaire d’un poste à St
     Rambert le 12/01 avec impact sur 26 Tgv, ce du 12 au 15/01.

 .    En cause externe les conséquences des manifestations gilets
      jaunes, manifestations plus marquées pour les Gares Sud Est.",15.09433962,2019-01,LYON PART DIEU,188,12.28015873,8.371966206,15.09433962
17.85714286,37.44,1.737810945,32.14285714,366,14.28571429,30,15,31,0.0,LILLE,22.59555556,9,2,National,90,,25.0,2020-12,PARIS NORD,68,5.031111111,0.971144279,10.71428571
22.72727273,34.375,4.829197995,31.81818182,145,18.18181818,22,14,12,4.545454545,LILLE,26.41212121,6,3,National,108,,4.545454545,2020-12,LYON PART DIEU,190,5.90308642,4.769047619,18.18181818
16.66666667,33.76388889,5.401032448,66.66666667,122,0.0,12,12,9,8.333333333,LILLE,33.76388889,6,2,National,63,,0.0,2020-12,MARSEILLE ST CHARLES,282,2.812962963,1.361946903,8.333333333
27.77777778,28.68958333,2.503846154,0.0,163,11.11111111,18,8,33,0.0,LILLE,18.05185185,3,1,National,33,,27.77777778,2020-11,PARIS NORD,70,4.634848485,0.812179487,33.33333333
25.0,41.22916667,12.38333333,75.0,24,0.0,4,4,10,0.0,LILLE,41.22916667,2,1,National,7,,0.0,2020-11,MARSEILLE ST CHARLES,286,2.588095238,1.173809524,0.0
40.0,43.36,6.002991453,60.0,52,0.0,5,5,13,0.0,LILLE,43.36,3,2,National,30,,0.0,2020-11,LYON PART DIEU,178,9.458333333,7.22008547,0.0
13.63636364,40.18409091,7.955518018,36.36363636,153,13.63636364,22,22,5,0.0,LILLE,40.18409091,13,3,National,75,,0.0,2020-10,MARSEILLE ST CHARLES,287,4.847555556,2.255743243,36.36363636
28.88888889,36.215625,2.557211538,40.0,314,13.33333333,46,16,2,0.0,LILLE,17.98224638,6,4,National,279,,2.222222222,2020-10,PARIS NORD,69,2.433811231,2.147702991,15.55555556
13.88888889,39.418,7.26942959,27.77777778,192,33.33333333,36,26,5,2.777777778,LILLE,28.54027778,13,3,National,164,,0.0,2020-10,LYON PART DIEU,190,8.21199187,7.185204991,22.22222222
23.68421053,26.71428571,4.395482866,21.05263158,214,26.31578947,38,21,0,5.263157895,LILLE,20.2627193,7,0,National,163,,7.894736842,2020-09,LYON PART DIEU,190,4.502862986,3.388006231,15.78947368
0.0,44.21333333,6.784082397,30.0,178,35.0,20,20,0,5.0,LILLE,44.21333333,8,2,National,73,,0.0,2020-09,MARSEILLE ST CHARLES,284,2.949086758,0.942977528,30.0
11.11111111,28.77424242,0.638963211,27.77777778,602,38.88888889,36,11,4,0.0,LILLE,15.15509259,4,0,National,566,,13.88888889,2020-09,PARIS NORD,66,1.291136631,1.205964326,8.333333333
11.76470588,27.695,0.861628709,32.35294118,485,23.52941176,35,10,2,2.941176471,LILLE,14.71809524,3,1,National,471,,23.52941176,2020-08,PARIS NORD,68,1.325831564,1.288612836,5.882352941
20.51282051,37.7991453,10.54789474,23.07692308,194,23.07692308,39,39,4,2.564102564,LILLE,37.7991453,12,6,National,90,,12.82051282,2020-08,MARSEILLE ST CHARLES,283,3.916851852,1.629385965,17.94871795
16.94915254,28.39534884,7.875229358,20.33898305,221,30.50847458,59,44,3,6.779661017,LILLE,23.61242938,9,4,National,184,,13.55932203,2020-08,LYON PART DIEU,191,7.735507246,6.510244648,11.86440678
10.81081081,23.25925926,0.765157895,32.43243243,489,32.43243243,41,9,14,0.0,LILLE,12.2495935,2,0,National,463,,10.81081081,2020-07,PARIS NORD,68,1.324802016,1.285298246,13.51351351
19.44444444,33.93055556,9.224024823,27.77777778,192,25.0,36,36,4,2.777777778,LILLE,33.93055556,16,3,National,91,,11.11111111,2020-07,MARSEILLE ST CHARLES,282,3.642857143,1.510195035,13.88888889
18.86792453,33.1,7.55037037,24.52830189,232,26.41509434,53,36,7,5.660377358,LILLE,26.19685535,15,3,National,186,,11.32075472,2020-07,LYON PART DIEU,191,7.683064516,6.328888889,13.20754717
34.48275862,36.78819444,7.031826742,27.5862069,191,6.896551724,30,24,14,6.896551724,LILLE,31.72611111,8,6,National,135,,3.448275862,2020-06,LYON PART DIEU,191,6.03617284,4.573352166,20.68965517
31.42857143,63.65454545,3.001469238,34.28571429,392,14.28571429,38,12,29,0.0,LILLE,24.35175439,6,6,National,347,,8.571428571,2020-06,PARIS NORD,65,2.237560038,2.128328742,11.42857143
35.29411765,40.7,7.423311547,35.29411765,161,0.0,21,21,8,0.0,LILLE,40.7,4,3,National,72,,0.0,2020-06,MARSEILLE ST CHARLES,281,3.646064815,1.433660131,29.41176471
50.0,36.32083333,3.508450704,0.0,87,0.0,4,5,16,0.0,LILLE,21.48333333,3,0,National,62,,25.0,2020-05,LYON PART DIEU,193,4.632526882,4.02629108,25.0
60.52631579,41.93055556,3.274444444,5.263157895,327,15.78947368,42,12,42,0.0,LILLE,17.96626984,2,1,National,273,,18.42105263,2020-05,PARIS NORD,66,1.278327228,1.214269006,0.0
25.0,31.39166667,2.85078125,25.0,75,0.0,4,4,11,0.0,LILLE,31.39166667,2,0,National,25,,25.0,2020-05,MARSEILLE ST CHARLES,278,2.84,0.74921875,25.0
80.0,17.05,-0.058333333,20.0,92,0.0,5,1,44,0.0,LILLE,9.993333333,0,0,National,44,,0.0,2020-04,PARIS NORD,85,1.632954545,1.468402778,0.0
100.0,43.35,-6.30617284,0.0,43,0.0,1,1,16,0.0,LILLE,43.35,1,0,National,21,,0.0,2020-04,LYON PART DIEU,193,2.465873016,1.87962963,0.0
0.0,0.0,0.0,0.0,0,0.0,0,0,11,0.0,LILLE,0.0,0,0,National,0,,0.0,2020-04,MARSEILLE ST CHARLES,0,0.0,0.0,0.0
30.76923077,29.81333333,1.597777778,2.564102564,403,23.07692308,43,15,43,5.128205128,LILLE,16.24806202,6,0,National,345,,12.82051282,2020-03,PARIS NORD,65,2.072560386,1.980740741,25.64102564
36.84210526,38.20789474,8.740166667,10.52631579,109,21.05263158,19,19,9,5.263157895,LILLE,38.20789474,8,3,National,42,,5.263157895,2020-03,MARSEILLE ST CHARLES,283,5.926190476,2.191166667,21.05263158
40.0,30.21349206,6.795938375,4.0,134,28.0,25,21,15,12.0,LILLE,27.498,6,1,National,102,,4.0,2020-03,LYON PART DIEU,189,5.585947712,4.765686275,12.0
27.90697674,29.41444444,7.503760684,18.60465116,197,37.20930233,43,31,2,4.651162791,LILLE,22.64612403,7,2,National,166,,4.651162791,2020-02,LYON PART DIEU,190,6.526807229,5.535384615,6.976744186
11.11111111,28.47407407,8.343353175,22.22222222,170,48.14814815,27,27,2,0.0,LILLE,28.47407407,6,2,National,69,,7.407407407,2020-02,MARSEILLE ST CHARLES,282,3.576328502,1.197420635,11.11111111
28.44827586,30.72323232,3.449915398,22.4137931,597,25.86206897,121,33,6,3.448275862,LILLE,14.46818182,16,0,National,558,,8.620689655,2020-02,PARIS NORD,66,4.007676225,3.766497462,11.20689655
33.33333333,33.97833333,3.785639229,11.76470588,596,25.49019608,109,40,25,0.980392157,LILLE,17.82232416,21,4,National,532,,9.803921569,2020-01,PARIS NORD,66,4.503258145,4.173117338,18.62745098
20.68965517,32.18,7.412174941,20.68965517,154,34.48275862,29,20,13,0.0,LILLE,26.13103448,6,3,National,123,,10.34482759,2020-01,LYON PART DIEU,191,5.356504065,4.586643026,13.79310345
26.31578947,42.67719298,9.170437956,21.05263158,144,31.57894737,19,19,7,5.263157895,LILLE,42.67719298,10,6,National,48,,0.0,2020-01,MARSEILLE ST CHARLES,281,1.693402778,0.271411192,15.78947368
18.749999999999982,51.49166666666667,10.096853741496604,3.1250000000000027,196,15.625000000000016,32,32,0,34.37500000000004,LILLE,51.22797077474498,18,11,National,31,,15.62499999999996,2021-12,MARSEILLE ST CHARLES,283,18.661290322580637,2.605782312925173,12.499999999999975
20.853146853146875,44.598275862068974,2.7480038022813686,4.153846153846152,555,10.398601398601407,50,29,29,29.104895104895128,LILLE,30.37826860267293,13,4,National,59,,4.167832167832172,2021-12,PARIS NORD,67,19.900564971751432,1.8924271229404324,31.32167832167828
19.40298507462689,47.57484276729557,9.419758909853249,4.477611940298504,320,19.40298507462689,67,53,2,29.850746268656717,LILLE,40.25758036461605,24,14,National,216,,13.432835820895528,2021-12,LYON PART DIEU,188,9.8421296296296,6.5592243186582815,13.432835820895516
0.0,31.066666666666706,1.7419775014801706,15.500992063492042,564,20.014880952380917,48,19,1,29.042658730158703,LILLE,18.709978746743477,8,1,National,51,,8.8045634920635,2021-11,PARIS NORD,66,12.139542483660104,0.7882770870337464,26.636904761904773
1.4492753623188444,55.83045977011496,13.457727797001192,23.18840579710145,289,20.28985507246377,69,58,0,40.57971014492754,LILLE,53.55596269803059,28,15,National,217,,8.695652173913038,2021-11,LYON PART DIEU,187,10.16958525345621,7.6757785467128095,5.797101449275359
0.0,52.74224806201549,14.04188034188032,27.906976744186025,196,13.953488372093013,43,43,1,39.53488372093019,LILLE,53.73218381976449,22,10,National,35,,13.953488372093014,2021-11,MARSEILLE ST CHARLES,283,20.569047619047627,3.5005128205128164,4.651162790697678
18.74999999999997,36.05156250000002,8.665666666666667,12.499999999999975,200,28.125000000000018,32,32,0,18.750000000000018,LILLE,35.42563636363638,14,6,National,25,,9.375,2021-10,MARSEILLE ST CHARLES,283,12.95733333333334,1.478916666666667,12.5
3.358192489298797,50.424285714285766,3.352318840579709,11.610255505052718,579,16.618860597502305,62,35,4,36.76801553329508,LILLE,33.7902492668622,21,8,National,62,,15.02581527734873,2021-10,PARIS NORD,66,25.864784946236583,2.1506666666666674,16.618860597502305
13.63636363636363,37.55399999999996,8.209490949094905,13.63636363636363,303,27.272727272727256,66,50,0,30.30303030303033,LILLE,31.16864045106371,19,11,National,212,,7.575757575757576,2021-10,LYON PART DIEU,188,9.218081761006289,6.458090809080905,7.575757575757574
8.163265306122447,46.60357142857144,2.824921531701193,16.326530612244873,532,10.204081632653065,49,28,1,36.73469387755099,LILLE,31.293015873015868,19,6,National,51,,14.285714285714256,2021-09,PARIS NORD,67,22.716339869281068,1.9301318267419945,14.285714285714256
8.222306813856108,44.26216931216931,11.424832214765097,21.90711838599164,298,16.444613627712197,74,63,0,28.778073848496387,LILLE,40.55932385874242,28,13,National,172,,17.81499809668826,2021-09,LYON PART DIEU,187,12.200290697674449,7.098154362416103,6.832889227255426
8.571428571428571,42.55047619047616,9.3480034722222,22.85714285714284,192,14.2857142857143,35,35,0,31.42857142857144,LILLE,41.80187728937726,15,7,National,26,,14.28571428571428,2021-09,MARSEILLE ST CHARLES,284,11.77435897435897,1.4167534722222233,8.571428571428571
9.75609756097561,38.852845528455255,9.449999999999983,19.512195121951184,199,19.51219512195123,41,41,1,24.39024390243899,LILLE,41.9269742883379,20,7,National,22,,2.4390243902439024,2021-08,MARSEILLE ST CHARLES,284,22.236363636363624,2.3207912457912467,24.39024390243899
7.594936708860763,38.90779569892474,9.498994043078714,25.31645569620256,323,15.189873417721502,79,62,1,21.51898734177213,LILLE,34.63050881069754,31,11,National,159,,3.797468354430376,2021-08,LYON PART DIEU,189,12.701048218029335,6.326231339217616,26.582278481012683
6.666666666666678,43.60666666666664,1.030766961651918,6.666666666666678,566,28.000000000000018,30,10,1,27.000000000000007,LILLE,21.13187429854096,6,3,National,54,,24.333333333333357,2021-08,PARIS NORD,66,9.965432098765463,0.8048377581120946,7.333333333333333
5.26315789473684,45.67847222222221,7.880937818552497,17.5438596491228,327,24.5614035087719,57,48,0,24.5614035087719,LILLE,35.609658317702,20,11,National,159,,8.7719298245614,2021-07,LYON PART DIEU,190,11.925681341719043,5.798063200815489,19.2982456140351
2.857142857142857,59.7119047619048,11.248241206030142,19.999999999999982,199,19.999999999999982,35,35,0,25.71428571428569,LILLE,62.35465374228397,17,10,National,32,,14.285714285714285,2021-07,MARSEILLE ST CHARLES,284,26.57604166666668,4.181825795644895,17.142857142857125
5.616605616605614,28.3366666666667,0.5482890855457203,19.36507936507939,567,2.808302808302807,39,15,2,27.57020757020759,LILLE,17.810785189596984,4,0,National,73,,25.054945054945076,2021-07,PARIS NORD,68,8.770776255707762,1.0727433628318588,19.5848595848596
13.953488372093036,40.01666666666668,1.7307926829268312,37.2093023255814,492,2.325581395348836,43,19,0,25.5813953488372,LILLE,23.4422717673814,10,3,National,54,,16.27906976744186,2021-06,PARIS NORD,68,12.565432098765442,1.1746273712737143,4.651162790697676
23.33333333333332,42.18594771241827,8.509606481481448,30.000000000000043,288,16.666666666666693,60,51,0,15.00000000000001,LILLE,38.09938255152807,30,10,National,134,,8.333333333333334,2021-06,LYON PART DIEU,186,15.351990049751256,7.1717592592592565,6.666666666666663
16.666666666666675,50.21203703703708,8.959547738693468,44.44444444444443,199,5.5555555555555545,36,36,0,16.666666666666647,LILLE,62.143093596059096,20,9,National,25,,8.333333333333337,2021-06,MARSEILLE ST CHARLES,284,18.400666666666663,2.243634840871021,8.333333333333334
18.26673585884793,45.68921568627455,6.193869856131545,40.788790866632034,276,6.850025947067984,47,34,7,34.09444732745197,LILLE,36.00082842816658,16,10,National,139,,0.0,2021-05,LYON PART DIEU,188,11.658992805755435,6.197621952545097,0.0
24.74747474747476,39.67435897435895,1.4084383753501384,22.053872053872077,487,18.518518518518523,33,13,11,12.626262626262644,LILLE,20.235614035087693,7,1,National,45,,15.656565656565682,2021-05,PARIS NORD,69,9.180740740740758,0.5453431372549004,6.397306397306391
16.941176470588246,33.95399999999999,6.476144781144778,33.17647058823534,177,16.70588235294117,25,25,12,29.176470588235333,LILLE,33.3513492063492,8,4,National,15,,4.000000000000004,2021-05,MARSEILLE ST CHARLES,283,8.467777777777798,0.6838047138047119,0.0
22.28260869565219,60.22500000000002,2.911821705426359,23.36956521739131,497,13.043478260869549,23,10,239,19.021739130434785,LILLE,32.21833413500084,8,5,National,33,,4.34782608695652,2021-04,PARIS NORD,72,9.465656565656555,0.9820413436692528,17.934782608695638
0.0,26.7416666666667,1.31595238095238,50.0,273,0.0,7,4,133,50.0,LILLE,21.6928571428571,0,0,National,38,,0.0,2021-04,LYON PART DIEU,194,6.38728070175438,1.79857142857143,0.0
0.0,29.830555555555595,3.0768957617411234,16.66666666666665,220,0.0,6,6,123,66.66666666666666,LILLE,28.04166666666671,1,1,National,18,,0.0,2021-04,MARSEILLE ST CHARLES,282,11.2388888888889,1.996987399770905,16.66666666666665
12.5,45.181746031746,4.766309012875542,29.166666666666703,247,0.0,24,21,14,29.166666666666703,LILLE,39.98221106150795,15,4,National,112,,8.33333333333333,2021-03,LYON PART DIEU,191,7.498660714285711,3.65758226037196,20.8333333333333
19.99999999999997,29.835714285714317,1.4349532037436985,3.333333333333336,488,26.66666666666668,30,7,25,16.666666666666682,LILLE,14.319407407407368,3,0,National,25,,20.000000000000018,2021-03,PARIS NORD,72,7.564000000000002,0.0535997120230384,13.33333333333334
18.750000000000007,46.11979166666671,4.557291666666666,18.750000000000018,172,0.0,16,16,12,37.50000000000003,LILLE,45.94932844932849,12,3,National,7,,6.249999999999998,2021-03,MARSEILLE ST CHARLES,289,16.67857142857144,0.6150000000000004,18.750000000000018
27.7777777777778,59.650925925925904,7.768903803131996,27.7777777777778,151,5.555555555555554,18,18,2,5.555555555555555,LILLE,51.116249999999965,12,7,National,10,,16.666666666666643,2021-02,MARSEILLE ST CHARLES,289,19.85833333333333,1.1617449664429529,16.66666666666668
28.57142857142855,41.45333333333332,1.1692794932699886,7.142857142857142,422,28.57142857142857,28,10,1,21.428571428571413,LILLE,21.496445105820108,7,0,National,21,,7.142857142857157,2021-02,PARIS NORD,72,15.480952380952395,0.4572446555819464,7.1428571428571415
25.925925925925945,59.22407407407405,8.28998435054773,29.62962962962965,214,3.703703703703707,27,27,1,0.0,LILLE,58.89448717948716,18,10,National,105,,18.51851851851849,2021-02,LYON PART DIEU,191,12.060158730158689,6.0144757433489815,22.222222222222246
15.000000000000014,37.54607843137254,5.2360606060606125,37.50000000000004,276,17.49999999999995,40,34,1,5.000000000000003,LILLE,35.59718629453138,14,7,National,113,,7.499999999999998,2021-01,LYON PART DIEU,189,8.213421828908551,3.485863636363634,17.500000000000014
9.28792569659442,27.544736842105287,1.498159509202453,47.05882352941181,492,11.919504643962844,38,19,3,10.99071207430342,LILLE,18.089535066981863,5,0,National,47,,15.479876160990734,2021-01,PARIS NORD,69,6.235815602836879,0.2972733469665988,5.263157894736836
19.99999999999998,44.56916666666666,6.009578544061302,45.0,174,10.000000000000004,20,20,0,5.000000000000004,LILLE,43.70769230769231,11,5,National,13,,5.000000000000004,2021-01,MARSEILLE ST CHARLES,286,3.687179487179485,0.2713601532567049,14.999999999999988
13.99999999999999,41.562365591397835,6.646284501061565,32.00000000000004,314,11.99999999999999,50,31,0,23.99999999999996,LILLE,31.10553177030243,18,6,National,218,,3.9999999999999982,2022-11,LYON PART DIEU,187,8.31850152905198,5.8557855626327004,14.00000000000004
5.555555555555555,34.65092592592591,5.539983164983164,27.77777777777778,198,11.11111111111111,18,18,0,27.77777777777778,LILLE,35.62944444444443,7,2,National,21,,16.666666666666664,2022-11,MARSEILLE ST CHARLES,283,10.8357142857143,0.9241582491582518,11.11111111111111
23.119392684610066,52.02156862745099,4.0556619759972925,16.9082125603865,585,24.70669427191167,69,34,5,6.2111801242236,LILLE,30.589186176142682,23,5,National,52,,7.798481711525188,2022-11,PARIS NORD,66,18.957692307692295,1.3928195430471006,21.256038647343033
18.18181818181816,43.66249999999996,11.734518167456564,13.636363636363635,212,18.181818181818166,44,44,1,20.454545454545446,LILLE,44.84099999999996,17,9,National,25,,22.72727272727272,2022-10,MARSEILLE ST CHARLES,284,18.442666666666668,2.0022116903633487,6.8181818181818175
14.864864864864849,39.61455026455029,9.701613025945337,20.270270270270235,340,24.324324324324355,74,63,3,14.864864864864904,LILLE,36.08724606421838,23,8,National,259,,10.810810810810823,2022-10,LYON PART DIEU,188,9.197232947232951,7.086185295087351,14.864864864864849
38.998739752253705,53.625,5.002026666666675,9.000013173321387,627,15.999877049000386,103,40,2,7.999718969143688,LILLE,26.692328173034692,17,7,National,88,,6.0004478929272445,2022-10,PARIS NORD,66,19.634659090909114,2.4410133333333377,22.001203163353555
0.0,33.0827380952381,5.963484087102176,10.71428571428572,199,32.142857142857174,28,28,0,21.42857142857145,LILLE,34.533653846153854,12,2,National,26,,14.285714285714276,2022-09,MARSEILLE ST CHARLES,285,10.961538461538472,1.217169179229481,21.428571428571434
0.0,30.221481481481476,6.341928721174007,7.272727272727268,320,40.00000000000005,55,45,2,18.181818181818194,LILLE,26.528860094465877,14,2,National,249,,7.272727272727268,2022-09,LYON PART DIEU,188,7.085274431057576,5.5835429769392055,27.27272727272732
8.044871794871792,39.92575757575759,2.2589075630252142,27.94871794871793,599,17.916666666666686,52,22,4,14.006410256410234,LILLE,22.44752390123121,12,5,National,67,,8.076923076923077,2022-09,PARIS NORD,66,11.480845771144299,0.9690476190476203,24.006410256410238
11.904761904761909,30.190624999999983,12.896024464831843,7.936507936507936,331,39.68253968253968,126,112,4,19.841269841269888,LILLE,27.97943982039749,38,6,National,281,,5.555555555555556,2022-08,LYON PART DIEU,189,11.822835112692747,9.726860346585076,15.079365079365104
7.6463560334528085,29.146874999999966,1.5979051139864437,21.087216248506557,541,23.178016726403786,54,16,0,11.708482676224602,LILLE,16.27929546087439,5,2,National,57,,3.8231780167264016,2022-08,PARIS NORD,67,9.754385964912283,0.7616451016635873,32.55675029868576
